n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,rfc_type,max_n_features,verbose,experiment_name,cycles,n_rep,nrmse
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0015,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.0082557614878952
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0005,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.006311923427249546
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.005627360214860787
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.010998079269699923
2000,500,5,0.11000000000000001,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.006067979207328434
2000,500,5,0.09,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.006691477567464906
2000,500,5,0.09899999999999999,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.01074760375869048
2000,500,5,0.09899999999999999,0.07,7700.0,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.0066329360895929276
2000,500,5,0.09899999999999999,0.07,6300.0,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.00817939737137204
2000,500,5,0.09899999999999999,0.07,7000,1100.0,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.011080685685862901
2000,500,5,0.09899999999999999,0.07,7000,900.0,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.008326578372122619
2000,500,5,0.09899999999999999,0.07,7000,1000,165.0,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.011252851691750948
2000,500,5,0.09899999999999999,0.07,7000,1000,135.0,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.006897781974148038
2000,500,5,0.09899999999999999,0.07,7000,1000,121.5,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.008473522743667607
2000,500,5,0.09899999999999999,0.07,7000,1000,121.5,22.0,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.0070421845945656345
2000,500,5,0.09899999999999999,0.07,7000,1000,121.5,18.0,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.009514337321742037
2000,500,5,0.09899999999999999,0.07,7000,1000,121.5,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.004380815473414447
2000,500,5,0.09899999999999999,0.07,7000,1000,121.5,14.579999999999998,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.00808869006612464
2000,500,6.25,0.09899999999999999,0.07,7000,1000,121.5,14.579999999999998,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.008299251396719033
2000,500,3.75,0.09899999999999999,0.07,7000,1000,121.5,14.579999999999998,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.0077133042108260795
2000,500,2.8125,0.09899999999999999,0.07,7000,1000,121.5,14.579999999999998,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.000125,PCARFC,750,False,../res/2024-12-17 10:03:18.csv,2,1,0.008905874661924319
