n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,rfc_type,max_n_features,verbose,experiment_name,cycles,n_rep,nrmse
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0015,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.009662900958959513
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0005,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.008466493074674647
2000,500,5,0.11000000000000001,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.010403009240167661
2000,500,5,0.09,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.0060636888059509685
2000,500,5,0.081,0.07,7000,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.00903739924406946
2000,500,5,0.081,0.07,7700.0,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.009643079070685054
2000,500,5,0.081,0.07,6300.0,1000,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.01469448064388599
2000,500,5,0.081,0.07,7000,1100.0,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.00862653159714306
2000,500,5,0.081,0.07,7000,900.0,150,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.006892580215754765
2000,500,5,0.081,0.07,7000,1000,165.0,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.008376835208287886
2000,500,5,0.081,0.07,7000,1000,135.0,20,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.008343127274534807
2000,500,5,0.081,0.07,7000,1000,150,22.0,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.00940385726362
2000,500,5,0.081,0.07,7000,1000,150,18.0,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.0045590066005495086
2000,500,5,0.081,0.07,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.005589681780467732
2000,500,6.25,0.081,0.07,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.006972489763294431
2000,500,3.75,0.081,0.07,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.006484682402730739
2000,500,2.8125,0.081,0.07,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.013518984737536524
2000,500,2.8125,0.081,0.08750000000000001,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.008154374543856764
2000,500,2.8125,0.081,0.052500000000000005,7000,1000,150,16.2,0.8,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.01043809549615115
2000,500,2.8125,0.081,0.07,7000,1000,150,16.2,0.9,500,2500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.001,base,750,False,../res/2024-12-17 10:06:04.csv,2,1,0.012801189460502443
